Protein,NAME,BINCODE,mean,V1,V2,V3,V4,V5,V6,V7,mult_assignment
eucgr.e01246.1.p,"'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.cytokinin.synthesis-degradation', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases'","_16.8.4_, _17.4.1_, _20.1_, _26.2_",0.0946658557930919,'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.cytokinin.synthesis-degradation', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA, _17.4.1_
eucgr.e01392.1.p,"'stress.biotic', 'signalling.receptor kinases.thaumatin like'","_20.1_, _30.2.15_",0.152819456214019,'stress.biotic', 'signalling.receptor kinases.thaumatin like',NA,NA,NA,NA,NA, _30.2.15_
eucgr.e02882.1.p,"'secondary metabolism.flavonoids.dihydroflavonols', 'secondary metabolism.flavonoids.flavonols'","_16.8.3_, _16.8.4_",0.0576049702351504,'secondary metabolism.flavonoids.dihydroflavonols', 'secondary metabolism.flavonoids.flavonols',NA,NA,NA,NA,NA, _16.8.4_
eucgr.e02951.1.p,"'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'misc.UDP glucosyl and glucoronyl transferases'","_16.8.4.2_, _26.2_",0.299650016826751,'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.e03242.1.p,"'major CHO metabolism.degradation.starch.transporter', 'transport.metabolite transporters at the envelope membrane'","_2.2.2.6_, _34.8_",4.90790906055783,'major CHO metabolism.degradation.starch.transporter', 'transport.metabolite transporters at the envelope membrane',NA,NA,NA,NA,NA, _34.8_
eucgr.e03767.1.p,"'stress', 'signalling.receptor kinases.DUF 26'","_20_, _30.2.17_",0.27929470809924,'stress', 'signalling.receptor kinases.DUF 26',NA,NA,NA,NA,NA, _30.2.17_
eucgr.f00173.1.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.indole.cytochrome P450 monooxygenase', 'misc.cytochrome P450'","_16.5.1.1.3.4_, _26.10_",0.0900098576263972,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.indole.cytochrome P450 monooxygenase', 'misc.cytochrome P450',NA,NA,NA,NA,NA, _26.10_
eucgr.f00246.1.p,"'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'","_11.9.4.5_, _24_",0.139265225457805,'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics',NA,NA,NA,NA,NA, _24_
eucgr.f00353.1.p,"'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.4.1_, _26.2_",0.192626703383965,'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.f01173.2.p,"'RNA.regulation of transcription.unclassified', 'DNA.unspecified'","_27.3.99_, _28.99_",0.11315966724961,'RNA.regulation of transcription.unclassified', 'DNA.unspecified',NA,NA,NA,NA,NA, _28.99_
eucgr.f01712.2.p,"'cell wall.pectin*esterases.PME', 'misc.oxidases - copper, flavone etc'","_10.8.1_, _26.7_",0.446345190238333,'cell wall.pectin*esterases.PME', 'misc.oxidases - copper, flavone etc',NA,NA,NA,NA, _26.7_
eucgr.f01789.1.p,"'stress.biotic', 'protein.degradation.ubiquitin.E3.RING'","_20.1_, _29.5.11.4.2_",0.0547771516215254,'stress.biotic', 'protein.degradation.ubiquitin.E3.RING',NA,NA,NA,NA,NA, _29.5.11.4.2_
eucgr.f02017.1.p,"'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase'","_1.3.6_, _4.1.10_",14.5126493633535,'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase',NA,NA,NA,NA,NA, _4.1.10_
eucgr.f02479.1.p,"'hormone metabolism.jasmonate.synthesis-degradation.allene oxidase cyclase', 'stress.abiotic.drought/salt'","_17.7.1.4_, _20.2.3_",1.25298861644804,'hormone metabolism.jasmonate.synthesis-degradation.allene oxidase cyclase', 'stress.abiotic.drought/salt',NA,NA,NA,NA,NA, _20.2.3_
eucgr.f02507.1.p,"'major CHO metabolism.degradation.starch.transporter', 'transport.sugars'","_2.2.2.6_, _34.2_",0.0875667145520992,'major CHO metabolism.degradation.starch.transporter', 'transport.sugars',NA,NA,NA,NA,NA, _34.2_
eucgr.f02830.1.p,"'hormone metabolism.brassinosteroid.signal transduction.other', 'protein.synthesis.initiation'","_17.3.2.99_, _29.2.3_",0.316032093442257,'hormone metabolism.brassinosteroid.signal transduction.other', 'protein.synthesis.initiation',NA,NA,NA,NA,NA, _29.2.3_
eucgr.f03138.1.p,"'major CHO metabolism.degradation.sucrose.invertases.cell wall', 'minor CHO metabolism.others'","_2.2.1.3.2_, _3.5_",0.206780574384105,'major CHO metabolism.degradation.sucrose.invertases.cell wall', 'minor CHO metabolism.others',NA,NA,NA,NA,NA, _3.5_
eucgr.f03148.3.p,"'protein.targeting.secretory pathway.unspecified', 'cell.vesicle transport'","_29.3.4.99_, _31.4_",0.103887821910668,'protein.targeting.secretory pathway.unspecified', 'cell.vesicle transport',NA,NA,NA,NA,NA, _31.4_
eucgr.f03282.1.p,"'protein.targeting.secretory pathway.unspecified', 'transport.misc'","_29.3.4.99_, _34.99_",0.284639328953824,'protein.targeting.secretory pathway.unspecified', 'transport.misc',NA,NA,NA,NA,NA, _34.99_
eucgr.f03333.1.p,"'protein.synthesis.ribosome biogenesis', 'signalling.G-proteins'","_29.2.2_, _30.5_",0.31262552142954,'protein.synthesis.ribosome biogenesis', 'signalling.G-proteins',NA,NA,NA,NA,NA, _30.5_
eucgr.f03462.1.p,"'RNA.processing', 'RNA.regulation of transcription.unclassified'","_27.1_, _27.3.99_",0.391810713421987,'RNA.processing', 'RNA.regulation of transcription.unclassified',NA,NA,NA,NA,NA, _27.3.99_
eucgr.f03591.1.p,"'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.4.1_, _26.2_",0.396336330401322,'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.f03916.1.p,"'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.ethylene.synthesis-degradation'","_16.8.4_, _17.5.1_",0.411635413014008,'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.ethylene.synthesis-degradation',NA,NA,NA,NA,NA, _17.5.1_
eucgr.f03922.1.p,"'RNA.transcription', 'cell.organisation'","_27.2_, _31.1_",0.651560971205203,'RNA.transcription', 'cell.organisation',NA,NA,NA,NA,NA, _31.1_
eucgr.f03933.1.p,"'amino acid metabolism.synthesis.branched chain group.leucine specific.3-isopropylmalate dehydrogenase', 'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.methylthioalkylmalate dehydrogenase (MAM-D)'","_13.1.4.4.3_, _16.5.1.1.1.5_",0.742465552671965,'amino acid metabolism.synthesis.branched chain group.leucine specific.3-isopropylmalate dehydrogenase', 'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.methylthioalkylmalate dehydrogenase (MAM-D)',NA,NA,NA,NA,NA, _16.5.1.1.1.5_
eucgr.f03980.1.p,"'stress.abiotic.heat', 'protein.folding'","_20.2.1_, _29.6_",0.358883527366284,'stress.abiotic.heat', 'protein.folding',NA,NA,NA,NA,NA, _29.6_
eucgr.f04448.1.p,"'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.ubiquitin'","_29.5.11_, _29.5.11.1_",0.223275731832913,'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.ubiquitin',NA,NA,NA,NA,NA, _29.5.11.1_
eucgr.g00074.1.p,"'hormone metabolism.auxin.signal transduction', 'development.unspecified'","_17.2.2_, _33.99_",0.942416664178741,'hormone metabolism.auxin.signal transduction', 'development.unspecified',NA,NA,NA,NA,NA, _33.99_
eucgr.g01134.1.p,"'stress.biotic', 'stress.biotic.PR-proteins'","_20.1_, _20.1.7_",0.809923583575637,'stress.biotic', 'stress.biotic.PR-proteins',NA,NA,NA,NA,NA, _20.1.7_
eucgr.g01135.1.p,"'stress.biotic', 'stress.biotic.PR-proteins'","_20.1_, _20.1.7_",0.301139998910553,'stress.biotic', 'stress.biotic.PR-proteins',NA,NA,NA,NA,NA, _20.1.7_
eucgr.g01451.1.p,"'stress.abiotic', 'misc.oxidases - copper, flavone etc'","_20.2_, _26.7_",0.179837749512372,'stress.abiotic', 'misc.oxidases - copper, flavone etc',NA,NA,NA,NA, _26.7_
eucgr.g01465.1.p,"'protein.degradation', 'protein.degradation.metalloprotease'","_29.5_, _29.5.7_",8.1496524501678,'protein.degradation', 'protein.degradation.metalloprotease',NA,NA,NA,NA,NA, _29.5.7_
eucgr.g01468.1.p,"'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'","_11.9.4.5_, _24_",0.316719879134341,'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics',NA,NA,NA,NA,NA, _24_
eucgr.g01491.1.p,"'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'","_11.9.3.2_, _11.9.4.5_",0.641561606681782,'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase',NA,NA,NA,NA,NA, _11.9.4.5_
eucgr.g01610.1.p,"'hormone metabolism.salicylic acid.synthesis-degradation', 'misc.O-methyl transferases'","_17.8.1_, _26.6_",0.326114720276489,'hormone metabolism.salicylic acid.synthesis-degradation', 'misc.O-methyl transferases',NA,NA,NA,NA,NA, _26.6_
eucgr.g02197.1.p,"'stress.abiotic.drought/salt', 'misc.oxidases - copper, flavone etc'","_20.2.3_, _26.7_",0.428088963758859,'stress.abiotic.drought/salt', 'misc.oxidases - copper, flavone etc',NA,NA,NA,NA, _26.7_
eucgr.g02347.2.p,"'PS.lightreaction.state transition', 'protein.postranslational modification'","_1.1.30_, _29.4_",0.485181988411521,'PS.lightreaction.state transition', 'protein.postranslational modification',NA,NA,NA,NA,NA, _29.4_
eucgr.g02539.3.p,"'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.plant TF (pbf2)'","_27.3.67_, _27.3.82_",0.11416129281132,'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.plant TF (pbf2)',NA,NA,NA,NA,NA, _27.3.82_
eucgr.g02663.2.p,"'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.ubiquitin protease'","_29.5.11_, _29.5.11.5_",0.251405082044816,'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.ubiquitin protease',NA,NA,NA,NA,NA, _29.5.11.5_
eucgr.g02767.2.p,"'lipid metabolism.lipid degradation.lipases', 'lipid metabolism.lipid degradation.lipases.acylglycerol lipase'","_11.9.2_, _11.9.2.2_",0.0583409435437907,'lipid metabolism.lipid degradation.lipases', 'lipid metabolism.lipid degradation.lipases.acylglycerol lipase',NA,NA,NA,NA,NA, _11.9.2.2_
eucgr.g02896.1.p,"'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)'","_29.7.5_, _29.7.8_",0.389668666327785,'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)',NA, _29.7.8_
eucgr.g03192.1.p,"'protein.synthesis.elongation', 'cell.unspecified'","_29.2.4_, _31.99_",0.0771770078776753,'protein.synthesis.elongation', 'cell.unspecified',NA,NA,NA,NA,NA, _31.99_
eucgr.g03227.1.p,"'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.unclassified'","_27.3.67_, _27.3.99_",0.261926198173404,'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.unclassified',NA,NA,NA,NA,NA, _27.3.99_
eucgr.g03387.1.p,"'transport.metabolite transporters at the envelope membrane', 'transport.unspecified cations'","_34.8_, _34.14_",5.22687203398733,'transport.metabolite transporters at the envelope membrane', 'transport.unspecified cations',NA,NA,NA,NA,NA, _34.14_
eucgr.g03388.1.p,"'transport.metabolite transporters at the envelope membrane', 'transport.unspecified cations'","_34.8_, _34.14_",6.18572107551527,'transport.metabolite transporters at the envelope membrane', 'transport.unspecified cations',NA,NA,NA,NA,NA, _34.14_
eucgr.h00132.1.p,"'redox.ascorbate and glutathione', 'redox.ascorbate and glutathione.ascorbate'","_21.2_, _21.2.1_",4.21631578010576,'redox.ascorbate and glutathione', 'redox.ascorbate and glutathione.ascorbate',NA,NA,NA,NA,NA, _21.2.1_
eucgr.h00261.2.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.UDP-glycosyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG', 'misc.UDP glucosyl and glucoronyl transferases'","_16.5.1.1.1.8_, _17.8.1_, _17.8.1.1.4_, _17.8.1.1.5_, _26.2_",0.00943645175892249,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.UDP-glycosyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG', 'misc.UDP glucosyl and glucoronyl transferases',NA, _17.8.1_
eucgr.h00279.1.p,"'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG'","_17.8.1.1.4_, _17.8.1.1.5_",1.35609088562154,'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG',NA,NA,NA,NA, _17.8.1.1.5_
eucgr.h00618.1.p,"'RNA.regulation of transcription.General Transcription', 'RNA.regulation of transcription.putative transcription regulator'","_27.3.50_, _27.3.67_",1.200736391792,'RNA.regulation of transcription.General Transcription', 'RNA.regulation of transcription.putative transcription regulator',NA,NA,NA,NA,NA, _27.3.67_
eucgr.h00849.1.p,"'amino acid metabolism.degradation.branched chain group.isoleucine', 'amino acid metabolism.degradation.aromatic aa.tryptophan', 'secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'","_13.2.4.5_, _13.2.6.3_, _16.1.2.1_",0.394313730547973,'amino acid metabolism.degradation.branched chain group.isoleucine', 'amino acid metabolism.degradation.aromatic aa.tryptophan', 'secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase',NA,NA,NA,NA, _13.2.6.3_
eucgr.h01344.1.p,"'metal handling.binding, chelation and storage', 'stress.abiotic.unspecified'","_15.2_, _20.2.99_",0.0451452649191929,'metal handling.binding, chelation and storage', 'stress.abiotic.unspecified',NA,NA,NA,NA, _20.2.99_
eucgr.h01461.1.p,"'RNA.regulation of transcription.AtSR Transcription Factor family', 'cell.organisation'","_27.3.39_, _31.1_",0.0581841949256948,'RNA.regulation of transcription.AtSR Transcription Factor family', 'cell.organisation',NA,NA,NA,NA,NA, _31.1_
eucgr.h01973.1.p,"'hormone metabolism', 'hormone metabolism.ethylene.induced-regulated-responsive-activated', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'","_17_, _17.5.3_, _26.8_",0.0368231411251332,'hormone metabolism', 'hormone metabolism.ethylene.induced-regulated-responsive-activated', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases', _17.5.3_
eucgr.h02584.1.p,"'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative'","_3.1.1.1_, _3.1.1.2_",0.603826549057788,'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative',NA,NA,NA,NA,NA, _3.1.1.2_
eucgr.h02629.2.p,"'protein.folding', 'cell.cycle.peptidylprolyl isomerase'","_29.6_, _31.3.1_",0.161218464498845,'protein.folding', 'cell.cycle.peptidylprolyl isomerase',NA,NA,NA,NA,NA, _31.3.1_
eucgr.h02638.1.p,"'hormone metabolism.auxin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.2.1_, _26.2_",0.153176936713104,'hormone metabolism.auxin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.h02641.1.p,"'hormone metabolism.auxin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.2.1_, _26.2_",0.0794336613855856,'hormone metabolism.auxin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.h02643.1.p,"'hormone metabolism.auxin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.2.1_, _26.2_",0.900650829095078,'hormone metabolism.auxin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.h02644.1.p,"'hormone metabolism.auxin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.2.1_, _26.2_",0.177437525619476,'hormone metabolism.auxin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.h02679.1.p,"'PS.photorespiration.serine hydroxymethyltransferase', 'C1-metabolism.glycine hydroxymethyltransferase'","_1.2.5_, _25.1_",2.31291981377299,'PS.photorespiration.serine hydroxymethyltransferase', 'C1-metabolism.glycine hydroxymethyltransferase',NA,NA,NA,NA,NA, _25.1_
eucgr.h03100.1.p,"'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione'","_17.5.1_, _21.2_",0.177148956652967,'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione',NA,NA,NA,NA,NA, _21.2_
eucgr.h03105.1.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione'","_16.5.1.1.1.13_, _17.5.1_, _21.2_",0.0874077318948,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione',NA,NA,NA,NA, _17.5.1_
eucgr.h03118.1.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione'","_16.5.1.1.1.13_, _17.5.1_, _21.2_",0.335162723050735,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione',NA,NA,NA,NA, _17.5.1_
eucgr.h03340.1.p,"'hormone metabolism.jasmonate.synthesis-degradation.jasmonate-O-methyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.methyl-SA methylesterase'","_17.7.1.10_, _17.8.1_, _17.8.1.1.7_",0.0135805727263967,'hormone metabolism.jasmonate.synthesis-degradation.jasmonate-O-methyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.methyl-SA methylesterase',NA,NA,NA,NA, _17.8.1_
eucgr.h03914.1.p,"'secondary metabolism.flavonoids.chalcones', 'secondary metabolism.flavonoids.chalcones.naringenin-chalcone synthase'","_16.8.2_, _16.8.2.1_",0.157466298185467,'secondary metabolism.flavonoids.chalcones', 'secondary metabolism.flavonoids.chalcones.naringenin-chalcone synthase',NA,NA,NA,NA,NA, _16.8.2.1_
eucgr.h04112.1.p,"'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage'","_13.1.3.4_, _13.1.3.4.11_, _15.2_",1.45997485297098,'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage',NA,NA,NA, _13.1.3.4.11_
eucgr.h04380.1.p,"'PS.calvin cycle.Rib5P Isomerase', 'OPP.non-reductive PP.ribose 5-phosphate isomerase'","_1.3.10_, _7.2.4_",1.95093181672061,'PS.calvin cycle.Rib5P Isomerase', 'OPP.non-reductive PP.ribose 5-phosphate isomerase',NA,NA,NA,NA,NA, _7.2.4_
eucgr.h04759.1.p,"'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.4.1_, _26.2_",0.16486550989988,'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.h04760.1.p,"'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.4.1_, _26.2_",0.270983061486608,'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.h04762.1.p,"'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.4.1_, _26.2_",0.0885166439053084,'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.h04822.1.p,"'stress.abiotic.light', 'protein.degradation.ubiquitin.E3.DCX'","_20.2.5_, _29.5.11.4.6_",0.300803211609471,'stress.abiotic.light', 'protein.degradation.ubiquitin.E3.DCX',NA,NA,NA,NA,NA, _29.5.11.4.6_
eucgr.h05139.1.p,"'RNA.regulation of transcription.SNF7', 'cell.vesicle transport'","_27.3.71_, _31.4_",0.0552313457621151,'RNA.regulation of transcription.SNF7', 'cell.vesicle transport',NA,NA,NA,NA,NA, _31.4_
eucgr.i00553.1.p,"'mitochondrial electron transport / ATP synthesis.uncoupling protein', 'transport.metabolite transporters at the mitochondrial membrane'","_9.8_, _34.9_",0.0265502035765065,'mitochondrial electron transport / ATP synthesis.uncoupling protein', 'transport.metabolite transporters at the mitochondrial membrane',NA,NA,NA,NA,NA, _34.9_
eucgr.i00580.1.p,"'PS.photorespiration.serine hydroxymethyltransferase', 'C1-metabolism.glycine hydroxymethyltransferase'","_1.2.5_, _25.1_",29.138579845605,'PS.photorespiration.serine hydroxymethyltransferase', 'C1-metabolism.glycine hydroxymethyltransferase',NA,NA,NA,NA,NA, _25.1_
eucgr.i00664.2.p,"'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase', 'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.branched-chain amino acid aminotransferase  (BCAT/MAAT)', 'Co-factor and vitamine metabolism.pantothenate.branched-chain amino acid aminotransferase'","_13.1.4.1.4_, _16.5.1.1.1.1_, _18.4.1_",0.0904696582416823,'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase', 'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.branched-chain amino acid aminotransferase  (BCAT/MAAT)', 'Co-factor and vitamine metabolism.pantothenate.branched-chain amino acid aminotransferase',NA,NA,NA,NA, _16.5.1.1.1.1_
eucgr.i01128.1.p,"'hormone metabolism.ethylene.synthesis-degradation', 'hormone metabolism.jasmonate.synthesis-degradation'","_17.5.1_, _17.7.1_",0.406712428626112,'hormone metabolism.ethylene.synthesis-degradation', 'hormone metabolism.jasmonate.synthesis-degradation',NA,NA,NA,NA,NA, _17.7.1_
eucgr.i01161.1.p,"'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'","_11.9.3.2_, _11.9.4.5_, _24_",0.153229497347247,'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics',NA,NA,NA,NA, _11.9.4.5_
eucgr.i01163.1.p,"'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'","_11.9.4.5_, _24_",0.61159503510585,'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics',NA,NA,NA,NA,NA, _24_
eucgr.i01198.1.p,"'hormone metabolism', 'hormone metabolism.ethylene.induced-regulated-responsive-activated', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'","_17_, _17.5.3_, _26.8_",0.0500752047048289,'hormone metabolism', 'hormone metabolism.ethylene.induced-regulated-responsive-activated', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases', _17.5.3_
eucgr.i01331.1.p,"'transport.p- and v-ATPases.H+-transporting two-sector ATPase', 'transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit C'","_34.1.1_, _34.1.1.2_",0.697515456769197,'transport.p- and v-ATPases.H+-transporting two-sector ATPase', 'transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit C',NA,NA,NA,NA,NA, _34.1.1.2_
eucgr.i01395.1.p,"'RNA.regulation of transcription.GRP', 'RNA.regulation of transcription.unclassified'","_27.3.75_, _27.3.99_",0.358820378320408,'RNA.regulation of transcription.GRP', 'RNA.regulation of transcription.unclassified',NA,NA,NA,NA,NA, _27.3.99_
eucgr.i01423.1.p,"'PS.photorespiration.hydroxypyruvate reductase', 'amino acid metabolism.degradation.serine-glycine-cysteine group.glycine'","_1.2.6_, _13.2.5.2_",16.0208538910872,'PS.photorespiration.hydroxypyruvate reductase', 'amino acid metabolism.degradation.serine-glycine-cysteine group.glycine',NA,NA,NA,NA,NA, _13.2.5.2_
eucgr.i01510.2.p,"'TCA / org transformation.TCA.IDH', 'TCA / org transformation.other organic acid transformatons.IDH'","_8.1.4_, _8.2.4_",0.102184775038876,'TCA / org transformation.TCA.IDH', 'TCA / org transformation.other organic acid transformatons.IDH',NA,NA,NA,NA,NA, _8.2.4_
eucgr.i01557.1.p,"'RNA.regulation of transcription.AtSR Transcription Factor family', 'cell.organisation'","_27.3.39_, _31.1_",0.394680080531264,'RNA.regulation of transcription.AtSR Transcription Factor family', 'cell.organisation',NA,NA,NA,NA,NA, _31.1_
eucgr.i01732.1.p,"'protein.targeting.secretory pathway.golgi', 'cell.vesicle transport'","_29.3.4.2_, _31.4_",0.213329396337566,'protein.targeting.secretory pathway.golgi', 'cell.vesicle transport',NA,NA,NA,NA,NA, _31.4_
