BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_35.2_,not assigned.unknown,eucgr.i01714.1.p,'(at3g01680 : 669.0) CONTAINS InterPro DOMAIN/s: Mediator complex subunit Med28 (InterPro:IPR021640); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01670.1); Has 122 Blast hits to 112 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 122; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (reliability: 1338.0) &  (original description: pacid=32065249 transcript=Eucgr.I01714.1 locus=Eucgr.I01714 ID=Eucgr.I01714.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.i01093.1.p,"'(at4g34260 : 1115.0) FUC95A; FUNCTIONS IN: 1,2-alpha-L-fucosidase activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Six-hairpin glycosidase-like (InterPro:IPR008928), Uncharacterised conserved protein UCP007663 (InterPro:IPR016518); Has 1349 Blast hits to 1316 proteins in 300 species: Archae - 2; Bacteria - 1123; Metazoa - 0; Fungi - 116; Plants - 52; Viruses - 0; Other Eukaryotes - 56 (source: NCBI BLink). & (reliability: 2230.0) &  (original description: pacid=32063849 transcript=Eucgr.I01093.1 locus=Eucgr.I01093 ID=Eucgr.I01093.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.i00377.1.p,'(at4g39690 : 318.0) FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Mitochondrial inner membrane protein Mitofilin (InterPro:IPR019133); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (ipr019133 : 153.68541) Mitochondrial inner membrane protein Mitofilin & (reliability: 636.0) &  (original description: pacid=32062694 transcript=Eucgr.I00377.1 locus=Eucgr.I00377 ID=Eucgr.I00377.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.i00323.1.p,'(at2g21960 : 429.0) unknown protein; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G56180.1); Has 224 Blast hits to 222 proteins in 59 species: Archae - 0; Bacteria - 65; Metazoa - 0; Fungi - 0; Plants - 134; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink). & (reliability: 858.0) &  (original description: pacid=32065624 transcript=Eucgr.I00323.1 locus=Eucgr.I00323 ID=Eucgr.I00323.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h04904.1.p,' no hits & (original description: pacid=32042436 transcript=Eucgr.H04904.1 locus=Eucgr.H04904 ID=Eucgr.H04904.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h04880.1.p,"'(at2g21870 : 267.0) MALE GAMETOPHYTE DEFECTIVE 1 (MGP1); FUNCTIONS IN: copper ion binding, cobalt ion binding, zinc ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, nucleolus, chloroplast, membrane; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 17 growth stages; Has 56 Blast hits to 56 proteins in 21 species: Archae - 2; Bacteria - 2; Metazoa - 1; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). & (reliability: 534.0) &  (original description: pacid=32044840 transcript=Eucgr.H04880.1 locus=Eucgr.H04880 ID=Eucgr.H04880.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h04829.1.p,'(at5g10010 : 375.0) unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleolus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G64910.1); Has 33260 Blast hits to 16857 proteins in 1270 species: Archae - 88; Bacteria - 3040; Metazoa - 11915; Fungi - 3137; Plants - 1371; Viruses - 424; Other Eukaryotes - 13285 (source: NCBI BLink). & (reliability: 750.0) &  (original description: pacid=32044610 transcript=Eucgr.H04829.1 locus=Eucgr.H04829 ID=Eucgr.H04829.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h04731.1.p,' (original description: pacid=32044618 transcript=Eucgr.H04731.1 locus=Eucgr.H04731 ID=Eucgr.H04731.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h04318.4.p,' no hits & (original description: pacid=32040895 transcript=Eucgr.H04318.4 locus=Eucgr.H04318 ID=Eucgr.H04318.4.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h04253.1.p,"'(at3g04550 : 180.0) unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G28500.1); Has 110 Blast hits to 110 proteins in 51 species: Archae - 0; Bacteria - 67; Metazoa - 1; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). & (reliability: 360.0) &  (original description: pacid=32043713 transcript=Eucgr.H04253.1 locus=Eucgr.H04253 ID=Eucgr.H04253.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h04210.4.p,"'(at5g37360 : 250.0) unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). & (reliability: 500.0) &  (original description: pacid=32045147 transcript=Eucgr.H04210.4 locus=Eucgr.H04210 ID=Eucgr.H04210.4.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h04142.1.p,' no hits & (original description: pacid=32042728 transcript=Eucgr.H04142.1 locus=Eucgr.H04142 ID=Eucgr.H04142.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h04013.3.p,' (original description: pacid=32042333 transcript=Eucgr.H04013.3 locus=Eucgr.H04013 ID=Eucgr.H04013.3.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h03983.1.p,' (original description: pacid=32043879 transcript=Eucgr.H03983.1 locus=Eucgr.H03983 ID=Eucgr.H03983.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h03981.1.p,' (original description: pacid=32043353 transcript=Eucgr.H03981.1 locus=Eucgr.H03981 ID=Eucgr.H03981.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h03646.1.p,'(gnl|cdd|68643 : 201.0) no description available & (at3g21550 : 193.0) DUF679 domain membrane protein 2 (DMP2); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF679 (InterPro:IPR007770); BEST Arabidopsis thaliana protein match is: DUF679 domain membrane protein 1 (TAIR:AT3G21520.1); Has 265 Blast hits to 257 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 265; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (ipr007770 : 122.03701) Protein of unknown function DUF679 & (reliability: 386.0) &  (original description: pacid=32042144 transcript=Eucgr.H03646.1 locus=Eucgr.H03646 ID=Eucgr.H03646.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h03311.1.p,"'(at1g09340 : 659.0) Encodes CHLOROPLAST RNA BINDING (CRB), a putative RNA-binding protein.  CRB is important for the proper functioning of the chloroplast.  Mutations in CRB also affects the circadian system, altering the expression of both oscillator and output genes.; chloroplast RNA binding (CRB); FUNCTIONS IN: coenzyme binding, binding, catalytic activity; INVOLVED IN: in 6 processes; LOCATED IN: in 10 components; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: NAD-dependent epimerase/dehydratase (InterPro:IPR001509), NAD(P)-binding domain (InterPro:IPR016040); BEST Arabidopsis thaliana protein match is: chloroplast stem-loop binding protein of  41 kDa (TAIR:AT3G63140.1); Has 5936 Blast hits to 5936 proteins in 1402 species: Archae - 366; Bacteria - 3891; Metazoa - 108; Fungi - 58; Plants - 234; Viruses - 3; Other Eukaryotes - 1276 (source: NCBI BLink). & (gnl|cdd|30800 : 117.0) no description available & (reliability: 1318.0) &  (original description: pacid=32044764 transcript=Eucgr.H03311.1 locus=Eucgr.H03311 ID=Eucgr.H03311.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h02910.2.p,' no hits & (original description: pacid=32043987 transcript=Eucgr.H02910.2 locus=Eucgr.H02910 ID=Eucgr.H02910.2.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h02871.2.p,'(at4g13590 : 290.0) Uncharacterized protein family (UPF0016); CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0016 (InterPro:IPR001727); BEST Arabidopsis thaliana protein match is: Uncharacterized protein family (UPF0016) (TAIR:AT1G64150.1). & (gnl|cdd|38092 : 142.0) no description available & (reliability: 580.0) &  (original description: pacid=32043266 transcript=Eucgr.H02871.2 locus=Eucgr.H02871 ID=Eucgr.H02871.2.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h02865.2.p,"'(at2g33220 : 247.0) GRIM-19 protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: photorespiration; LOCATED IN: mitochondrion, mitochondrial membrane, mitochondrial respiratory chain complex I, respiratory chain complex I; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: GRIM-19 (InterPro:IPR009346); BEST Arabidopsis thaliana protein match is: GRIM-19 protein (TAIR:AT1G04630.1); Has 333 Blast hits to 333 proteins in 145 species: Archae - 0; Bacteria - 0; Metazoa - 161; Fungi - 83; Plants - 67; Viruses - 0; Other Eukaryotes - 22 (source: NCBI BLink). & (gnl|cdd|38510 : 184.0) no description available & (ipr009346 : 113.56064) GRIM-19 & (gnl|cdd|87044 : 99.7) no description available & (reliability: 494.0) &  (original description: pacid=32044682 transcript=Eucgr.H02865.2 locus=Eucgr.H02865 ID=Eucgr.H02865.2.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h02333.1.p,"'(at5g65840 : 302.0) Thioredoxin superfamily protein; FUNCTIONS IN: oxidoreductase activity, antioxidant activity; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen (InterPro:IPR000866), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Thioredoxin superfamily protein (TAIR:AT2G37240.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|48519 : 111.0) no description available & (gnl|cdd|39698 : 95.4) no description available & (reliability: 604.0) &  (original description: pacid=32043009 transcript=Eucgr.H02333.1 locus=Eucgr.H02333 ID=Eucgr.H02333.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h02332.2.p,"'(at5g65840 : 268.0) Thioredoxin superfamily protein; FUNCTIONS IN: oxidoreductase activity, antioxidant activity; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen (InterPro:IPR000866), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Thioredoxin superfamily protein (TAIR:AT2G37240.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|48519 : 90.4) no description available & (gnl|cdd|39698 : 87.7) no description available & (reliability: 536.0) &  (original description: pacid=32040710 transcript=Eucgr.H02332.2 locus=Eucgr.H02332 ID=Eucgr.H02332.2.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h01455.3.p,'(at2g43945 : 347.0) unknown protein; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G59870.1); Has 292 Blast hits to 292 proteins in 84 species: Archae - 0; Bacteria - 122; Metazoa - 0; Fungi - 0; Plants - 46; Viruses - 0; Other Eukaryotes - 124 (source: NCBI BLink). & (reliability: 694.0) &  (original description: pacid=32042471 transcript=Eucgr.H01455.3 locus=Eucgr.H01455 ID=Eucgr.H01455.3.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h01015.2.p,"'(at2g47390 : 1379.0) Prolyl oligopeptidase family protein; FUNCTIONS IN: serine-type peptidase activity, serine-type endopeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase S9, prolyl oligopeptidase, catalytic domain (InterPro:IPR001375), Peptidase S9A, oligopeptidase, N-terminal beta-propeller (InterPro:IPR004106); BEST Arabidopsis thaliana protein match is: acylaminoacyl-peptidase-related (TAIR:AT4G14570.1); Has 4880 Blast hits to 4877 proteins in 846 species: Archae - 179; Bacteria - 3027; Metazoa - 477; Fungi - 49; Plants - 145; Viruses - 0; Other Eukaryotes - 1003 (source: NCBI BLink). & (gnl|cdd|37311 : 286.0) no description available & (gnl|cdd|31695 : 156.0) no description available & (reliability: 2758.0) &  (original description: pacid=32045561 transcript=Eucgr.H01015.2 locus=Eucgr.H01015 ID=Eucgr.H01015.2.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h01013.1.p,"'(at2g16760 : 406.0) Calcium-dependent phosphotriesterase superfamily protein; FUNCTIONS IN: molecular_function unknown; LOCATED IN: endoplasmic reticulum; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: SMP-30/Gluconolaconase/LRE-like region (InterPro:IPR013658), Six-bladed beta-propeller, TolB-like (InterPro:IPR011042); BEST Arabidopsis thaliana protein match is: Calcium-dependent phosphotriesterase superfamily protein (TAIR:AT2G47370.1); Has 136 Blast hits to 136 proteins in 42 species: Archae - 0; Bacteria - 57; Metazoa - 0; Fungi - 2; Plants - 73; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink). & (reliability: 812.0) &  (original description: pacid=32040766 transcript=Eucgr.H01013.1 locus=Eucgr.H01013 ID=Eucgr.H01013.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h00894.3.p,'(at1g02475 : 157.0) Polyketide cyclase/dehydrase and lipid transport superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Streptomyces cyclase/dehydrase (InterPro:IPR005031); BEST Arabidopsis thaliana protein match is: Polyketide cyclase / dehydrase and lipid transport protein (TAIR:AT4G01883.1); Has 515 Blast hits to 515 proteins in 169 species: Archae - 0; Bacteria - 342; Metazoa - 0; Fungi - 0; Plants - 56; Viruses - 0; Other Eukaryotes - 117 (source: NCBI BLink). & (reliability: 314.0) &  (original description: pacid=32044897 transcript=Eucgr.H00894.3 locus=Eucgr.H00894 ID=Eucgr.H00894.3.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00878.1.p,'(at2g05310 : 115.0) unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G13500.1); Has 50 Blast hits to 50 proteins in 20 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (reliability: 230.0) &  (original description: pacid=32043568 transcript=Eucgr.H00878.1 locus=Eucgr.H00878 ID=Eucgr.H00878.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00829.1.p,'(at4g28740 : 364.0) FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3493 (InterPro:IPR021883); BEST Arabidopsis thaliana protein match is: tetratricopeptide repeat (TPR)-containing protein (TAIR:AT1G02910.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (reliability: 728.0) &  (original description: pacid=32044173 transcript=Eucgr.H00829.1 locus=Eucgr.H00829 ID=Eucgr.H00829.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00802.2.p,' no hits & (original description: pacid=32041524 transcript=Eucgr.H00802.2 locus=Eucgr.H00802 ID=Eucgr.H00802.2.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00726.1.p,'(at5g48480 : 87.4) Lactoylglutathione lyase / glyoxalase I family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (reliability: 174.8) &  (original description: pacid=32045398 transcript=Eucgr.H00726.1 locus=Eucgr.H00726 ID=Eucgr.H00726.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00675.1.p,'(at2g04039 : 148.0) unknown protein; FUNCTIONS IN: molecular_function unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2996 (InterPro:IPR021374); Has 38 Blast hits to 38 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 38; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (reliability: 296.0) &  (original description: pacid=32040999 transcript=Eucgr.H00675.1 locus=Eucgr.H00675 ID=Eucgr.H00675.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00663.2.p,'(at1g28150 : 112.0) unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plastoglobule; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 96 Blast hits to 96 proteins in 44 species: Archae - 0; Bacteria - 56; Metazoa - 0; Fungi - 0; Plants - 40; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (reliability: 224.0) &  (original description: pacid=32041300 transcript=Eucgr.H00663.2 locus=Eucgr.H00663 ID=Eucgr.H00663.2.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00431.1.p,"'(at2g43180 : 564.0) Phosphoenolpyruvate carboxylase family protein; FUNCTIONS IN: catalytic activity; INVOLVED IN: metabolic process; LOCATED IN: chloroplast; EXPRESSED IN: 8 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Pyruvate/Phosphoenolpyruvate kinase, catalytic core (InterPro:IPR015813), Isocitrate lyase/phosphorylmutase (InterPro:IPR000918); BEST Arabidopsis thaliana protein match is: Phosphoenolpyruvate carboxylase family protein (TAIR:AT1G77060.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). & (gnl|cdd|36474 : 258.0) no description available & (gnl|cdd|32583 : 243.0) no description available & (q05957|cppm_diaca : 173.0) Putative carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23) (Carboxyphosphonoenolpyruvate phosphonomutase) (CPEP phosphonomutase) (PSR132) - Dianthus caryophyllus (Carnation) (Clove pink) & (reliability: 1128.0) &  (original description: pacid=32044491 transcript=Eucgr.H00431.1 locus=Eucgr.H00431 ID=Eucgr.H00431.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h00220.2.p,"'(at5g43750 : 283.0) NAD(P)H dehydrogenase 18 (NDH18); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to oxidative stress; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (reliability: 566.0) &  (original description: pacid=32043489 transcript=Eucgr.H00220.2 locus=Eucgr.H00220 ID=Eucgr.H00220.2.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.h00206.1.p,'(at3g01680 : 312.0) CONTAINS InterPro DOMAIN/s: Mediator complex subunit Med28 (InterPro:IPR021640); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01670.1); Has 122 Blast hits to 112 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 122; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (reliability: 624.0) &  (original description: pacid=32044728 transcript=Eucgr.H00206.1 locus=Eucgr.H00206 ID=Eucgr.H00206.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00201.1.p,'(at3g01680 : 287.0) CONTAINS InterPro DOMAIN/s: Mediator complex subunit Med28 (InterPro:IPR021640); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01670.1); Has 122 Blast hits to 112 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 122; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (reliability: 574.0) &  (original description: pacid=32043992 transcript=Eucgr.H00201.1 locus=Eucgr.H00201 ID=Eucgr.H00201.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.h00199.1.p,'(at3g01680 : 282.0) CONTAINS InterPro DOMAIN/s: Mediator complex subunit Med28 (InterPro:IPR021640); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01670.1); Has 122 Blast hits to 112 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 122; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (reliability: 564.0) &  (original description: pacid=32040884 transcript=Eucgr.H00199.1 locus=Eucgr.H00199 ID=Eucgr.H00199.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.g03390.1.p,"'(at3g63540 : 236.0) Conceptual translation of this open reading frame gave the sequence of a 229-residue hypothetical protein that contains the same sequence as the mature A. thaliana chloroplast luminal 19-kDa protein linked to a putative signal sequence.; Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein; FUNCTIONS IN: calcium ion binding; INVOLVED IN: photosynthesis; LOCATED IN: oxygen evolving complex, extrinsic to membrane; CONTAINS InterPro DOMAIN/s: Photosystem II oxygen evolving complex protein PsbP (InterPro:IPR002683), Mog1/PsbP/DUF1795, alpha/beta/alpha sandwich (InterPro:IPR016124), Mog1/PsbP, alpha/beta/alpha sandwich (InterPro:IPR016123). & (reliability: 472.0) &  (original description: pacid=32072129 transcript=Eucgr.G03390.1 locus=Eucgr.G03390 ID=Eucgr.G03390.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.g03331.1.p,"'(at5g12470 : 422.0) Protein of unknown function (DUF3411); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, chloroplast, plastid, chloroplast inner membrane, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3411 (InterPro:IPR021825); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF399 and DUF3411) (TAIR:AT2G40400.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (ipr021825 : 149.57272) Protein of unknown function DUF3411 & (reliability: 844.0) &  (original description: pacid=32070388 transcript=Eucgr.G03331.1 locus=Eucgr.G03331 ID=Eucgr.G03331.1.v2.0 annot-version=v2.0)'",T
_35.2_,not assigned.unknown,eucgr.g03152.1.p,'(at2g40800 : 343.0) unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G56430.1); Has 43 Blast hits to 43 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink). & (reliability: 686.0) &  (original description: pacid=32071829 transcript=Eucgr.G03152.1 locus=Eucgr.G03152 ID=Eucgr.G03152.1.v2.0 annot-version=v2.0)',T
_35.2_,not assigned.unknown,eucgr.g03148.1.p,"'(at5g05200 : 865.0) Protein kinase superfamily protein; LOCATED IN: chloroplast, plastoglobule; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ABC-1 (InterPro:IPR004147), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT4G31390.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|36449 : 357.0) no description available & (gnl|cdd|31005 : 291.0) no description available & (reliability: 1730.0) &  (original description: pacid=32070206 transcript=Eucgr.G03148.1 locus=Eucgr.G03148 ID=Eucgr.G03148.1.v2.0 annot-version=v2.0)'",T
