BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'25.1.5.1'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamine synthetase'	'eucgr.l02175.1.p'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamine synthetase (original description: none)'	T
'25.1.5.1'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamine synthetase'	'eucgr.f02872.1.p'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamine synthetase (original description: none)'	T
'25.1.5.1'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamine synthetase'	'eucgr.b01163.2.p'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamine synthetase (original description: none)'	T
'25.1.5.1'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamine synthetase'	'eucgr.k02283.2.p'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamine synthetase (original description: none)'	T
'25.1.5.2'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamate synthase activities'	''	''	
'25.1.5.2.1'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamate synthase activities.Fd-dependent glutamate synthase'	'eucgr.a02249.1.p'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamate synthase activities.Fd-dependent glutamate synthase (original description: none)'	T
'25.1.5.2.2'	'Nutrient uptake.nitrogen assimilation.ammonium assimilation.glutamate synthase activities.NADH-dependent glutamate synthase'	''	''	
'25.1.6'	'Nutrient uptake.nitrogen assimilation.glutamate deamination'	''	''	
'25.1.6.1'	'Nutrient uptake.nitrogen assimilation.glutamate deamination.glutamate dehydrogenase'	'eucgr.a02097.5.p'	'Nutrient uptake.nitrogen assimilation.glutamate deamination.glutamate dehydrogenase (original description: none)'	T
'25.1.7'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase'	'eucgr.c02894.1.p'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase (original description: none)'	T
'25.1.7'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase'	'eucgr.c02721.1.p'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase (original description: none)'	T
'25.1.7'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase'	'eucgr.c02720.2.p'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase (original description: none)'	T
'25.1.7'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase'	'eucgr.c01585.2.p'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase (original description: none)'	T
'25.1.7'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase'	'eucgr.a01927.2.p'	'Nutrient uptake.nitrogen assimilation.aspartate aminotransferase (original description: none)'	T
'25.2'	'Nutrient uptake.sulfur assimilation'	''	''	
'25.2.1'	'Nutrient uptake.sulfur assimilation.sulfate assimilation'	''	''	
'25.2.1.1'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.ATP sulfurylase'	'eucgr.h03408.1.p'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.ATP sulfurylase (original description: none)'	T
'25.2.1.1'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.ATP sulfurylase'	'eucgr.f01637.2.p'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.ATP sulfurylase (original description: none)'	T
'25.2.1.2'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.APS kinase'	''	''	
'25.2.1.3'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.(P)APS reductase'	'eucgr.d01338.1.p'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.(P)APS reductase (original description: none)'	T
'25.2.1.4'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.sulfite reductase'	'eucgr.b03691.1.p'	'Nutrient uptake.sulfur assimilation.sulfate assimilation.sulfite reductase (original description: none)'	T
'25.2.2'	'Nutrient uptake.sulfur assimilation.sulfite detoxification'	''	''	
'25.2.2.1'	'Nutrient uptake.sulfur assimilation.sulfite detoxification.sulfite oxidase'	''	''	
'25.3'	'Nutrient uptake.iron uptake'	''	''	
'25.3.1'	'Nutrient uptake.iron uptake.reduction-based strategy uptake'	''	''	
'25.3.1.1'	'Nutrient uptake.iron uptake.reduction-based strategy uptake.Fe(III)-chelate reductase'	'eucgr.i01144.2.p'	'Nutrient uptake.iron uptake.reduction-based strategy uptake.Fe(III)-chelate reductase (original description: none)'	T
'25.3.1.1'	'Nutrient uptake.iron uptake.reduction-based strategy uptake.Fe(III)-chelate reductase'	'eucgr.i01139.2.p'	'Nutrient uptake.iron uptake.reduction-based strategy uptake.Fe(III)-chelate reductase (original description: none)'	T
'25.3.1.1'	'Nutrient uptake.iron uptake.reduction-based strategy uptake.Fe(III)-chelate reductase'	'eucgr.i01143.2.p'	'Nutrient uptake.iron uptake.reduction-based strategy uptake.Fe(III)-chelate reductase (original description: none)'	T
'25.3.1.2'	'Nutrient uptake.iron uptake.reduction-based strategy uptake.IRT-type Fe(II) uptake transporter'	''	''	
'25.3.1.3'	'Nutrient uptake.iron uptake.reduction-based strategy uptake.transcription factor FIT'	''	''	
'25.3.2'	'Nutrient uptake.iron uptake.chelation-based strategy uptake'	''	''	
'25.3.2.1'	'Nutrient uptake.iron uptake.chelation-based strategy uptake.phytosiderophore synthesis'	''	''	
'25.3.2.1.1'	'Nutrient uptake.iron uptake.chelation-based strategy uptake.phytosiderophore synthesis.nicotianamine synthase'	''	''	
'25.3.2.1.2'	'Nutrient uptake.iron uptake.chelation-based strategy uptake.phytosiderophore synthesis.nicotianamine amino transferase'	''	''	
'25.3.2.1.3'	'Nutrient uptake.iron uptake.chelation-based strategy uptake.phytosiderophore synthesis.deoxymugineic acid synthase'	''	''	
'25.3.2.1.4'	'Nutrient uptake.iron uptake.chelation-based strategy uptake.phytosiderophore synthesis.mugineic acid 3-dioxygenase'	''	''	
'25.3.2.2'	'Nutrient uptake.iron uptake.chelation-based strategy uptake.YSL-type Fe(III)-chelator transporter'	'eucgr.h00652.1.p'	'Nutrient uptake.iron uptake.chelation-based strategy uptake.YSL-type Fe(III)-chelator transporter (original description: none)'	T
'25.3.3'	'Nutrient uptake.iron uptake.iron storage'	''	''	
'25.3.3.1'	'Nutrient uptake.iron uptake.iron storage.non-haem ferritin'	'eucgr.j00176.1.p'	'Nutrient uptake.iron uptake.iron storage.non-haem ferritin (original description: none)'	T
'25.3.3.1'	'Nutrient uptake.iron uptake.iron storage.non-haem ferritin'	'eucgr.k02961.2.p'	'Nutrient uptake.iron uptake.iron storage.non-haem ferritin (original description: none)'	T
'25.3.3.1'	'Nutrient uptake.iron uptake.iron storage.non-haem ferritin'	'eucgr.g03088.2.p'	'Nutrient uptake.iron uptake.iron storage.non-haem ferritin (original description: none)'	T
'25.3.3.2'	'Nutrient uptake.iron uptake.iron storage.PIC-type iron transporter'	''	''	
'25.3.3.3'	'Nutrient uptake.iron uptake.iron storage.VIT-type iron transporter'	''	''	
'25.3.4'	'Nutrient uptake.iron uptake.long-distance iron transport'	''	''	
'25.3.4.1'	'Nutrient uptake.iron uptake.long-distance iron transport.FRD-type ferric-citrate complex transporter'	''	''	
'25.3.4.2'	'Nutrient uptake.iron uptake.long-distance iron transport.Fe(III) chelator protein'	''	''	
'25.4'	'Nutrient uptake.phosphorus assimilation'	''	''	
'25.4.1'	'Nutrient uptake.phosphorus assimilation.phosphate signalling'	''	''	
'25.4.1.1'	'Nutrient uptake.phosphorus assimilation.phosphate signalling.PHR1 transcription factor'	''	''	
'25.4.1.2'	'Nutrient uptake.phosphorus assimilation.phosphate signalling.PHO2 ubiquitin-conjugating E2 protein'	''	''	
'25.4.2'	'Nutrient uptake.phosphorus assimilation.phosphate uptake'	''	''	
'25.4.2.1'	'Nutrient uptake.phosphorus assimilation.phosphate uptake.PHT1 phosphate transporter'	'eucgr.h03069.2.p'	'Nutrient uptake.phosphorus assimilation.phosphate uptake.PHT1 phosphate transporter (original description: none)'	T
'25.4.2.2'	'Nutrient uptake.phosphorus assimilation.phosphate uptake.PHO1 phosphate transporter'	''	''	
'26'	'Environmental stimuli response'	''	''	
'26.1'	'Environmental stimuli response.light'	''	''	
'26.1.1'	'Environmental stimuli response.light.red/far red light'	''	''	
'26.1.1.1'	'Environmental stimuli response.light.red/far red light.PHY phytochrome photoreceptor'	'eucgr.a00380.1.p'	'Environmental stimuli response.light.red/far red light.PHY phytochrome photoreceptor (original description: none)'	T
'26.1.1.2'	'Environmental stimuli response.light.red/far red light.PIF transcriptional regulator'	''	''	
'26.1.1.3'	'Environmental stimuli response.light.red/far red light.COP1-SPA light signal transduction ubiquitin E3 ligase complex'	''	''	
'26.1.1.3.1'	'Environmental stimuli response.light.red/far red light.COP1-SPA light signal transduction ubiquitin E3 ligase complex.COP1 component'	''	''	
'26.1.1.3.2'	'Environmental stimuli response.light.red/far red light.COP1-SPA light signal transduction ubiquitin E3 ligase complex.SPA regulator component'	''	''	
'26.1.1.4'	'Environmental stimuli response.light.red/far red light.FRS-type regulator protein'	''	''	
'26.1.2'	'Environmental stimuli response.light.UV-A/blue light'	''	''	
'26.1.2.1'	'Environmental stimuli response.light.UV-A/blue light.cryptochrome-mediated photoperception'	''	''	
'26.1.2.1.1'	'Environmental stimuli response.light.UV-A/blue light.cryptochrome-mediated photoperception.CRY cryptochrome photoreceptor'	''	''	
'26.1.2.1.2'	'Environmental stimuli response.light.UV-A/blue light.cryptochrome-mediated photoperception.CIB transcriptional regulator'	''	''	
'26.1.2.2'	'Environmental stimuli response.light.UV-A/blue light.phototropin-mediated photoperception'	''	''	
'26.1.2.2.1'	'Environmental stimuli response.light.UV-A/blue light.phototropin-mediated photoperception.phototropin photoreceptor'	'eucgr.i01551.5.p'	'Environmental stimuli response.light.UV-A/blue light.phototropin-mediated photoperception.phototropin photoreceptor (original description: none)'	T
'26.1.2.2.2'	'Environmental stimuli response.light.UV-A/blue light.phototropin-mediated photoperception.BLUS regulator kinase'	''	''	
'26.1.2.3'	'Environmental stimuli response.light.UV-A/blue light.zeitlupe-mediated photoperception'	''	''	
'26.1.2.3.1'	'Environmental stimuli response.light.UV-A/blue light.zeitlupe-mediated photoperception.ADO-type photoreceptor'	''	''	
'26.1.2.3.2'	'Environmental stimuli response.light.UV-A/blue light.zeitlupe-mediated photoperception.GIGANTEA regulator protein'	''	''	
'26.1.3'	'Environmental stimuli response.light.UV-B light'	''	''	
'26.1.3.1'	'Environmental stimuli response.light.UV-B light.UVR8 photoreceptor'	'eucgr.h05117.1.p'	'Environmental stimuli response.light.UV-B light.UVR8 photoreceptor (original description: none)'	T
'26.1.3.2'	'Environmental stimuli response.light.UV-B light.RUP regulator protein'	''	''	
'26.2'	'Environmental stimuli response.temperature'	''	''	
'26.2.1'	'Environmental stimuli response.temperature.temperature sensors'	''	''	
'26.2.1.1'	'Environmental stimuli response.temperature.temperature sensors.CNGC2 temperature sensor protein'	''	''	
'26.2.1.2'	'Environmental stimuli response.temperature.temperature sensors.PHY-B temperature sensor protein'	'eucgr.a00380.1.p'	'Environmental stimuli response.temperature.temperature sensors.PHY-B temperature sensor protein (original description: none)'	T
'26.2.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families'	''	''	
'26.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein'	'eucgr.h00243.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein (original description: none)'	T
'26.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein'	'eucgr.i01982.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein (original description: none)'	T
'26.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein'	'eucgr.k02521.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein (original description: none)'	T
'26.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein'	'eucgr.k02198.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein (original description: none)'	T
'26.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein'	'eucgr.k02198.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp100 protein (original description: none)'	T
'26.2.2.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family'	''	''	
'26.2.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein'	'eucgr.c01179.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein (original description: none)'	T
'26.2.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein'	'eucgr.a01044.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein (original description: none)'	T
'26.2.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein'	'eucgr.a02734.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein (original description: none)'	T
'26.2.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein'	'eucgr.h00972.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein (original description: none)'	T
'26.2.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein'	'eucgr.f03673.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein (original description: none)'	T
'26.2.2.2.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein'	'eucgr.b03110.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.Hsp90 protein (original description: none)'	T
'26.2.2.2.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp90 family.P23 Hsp90-co-chaperone'	''	''	
'26.2.2.3'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family'	''	''	
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.e01024.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.l03563.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.j00023.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.j03127.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.j00025.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.f03980.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.i02771.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.i02583.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.g01045.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein'	'eucgr.g00235.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.DnaK protein (original description: none)'	T
'26.2.2.3.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.Hsp110 protein'	'eucgr.j02991.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.Hsp110 protein (original description: none)'	T
'26.2.2.3.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.Hsp110 protein'	'eucgr.j02987.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.Hsp110 protein (original description: none)'	T
'26.2.2.3.3'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.Hsp40 Hsp70-co-chaperone'	'eucgr.k03532.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.Hsp40 Hsp70-co-chaperone (original description: none)'	T
'26.2.2.3.4'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp70 family.P58 Hsp70-co-chaperone'	''	''	
'26.2.2.4'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family'	''	''	
'26.2.2.4.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp60 protein'	'eucgr.h02866.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp60 protein (original description: none)'	T
'26.2.2.4.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp60 protein'	'eucgr.b03593.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp60 protein (original description: none)'	T
'26.2.2.4.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp60 protein'	'eucgr.b02532.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp60 protein (original description: none)'	T
'26.2.2.4.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp60 protein'	'eucgr.g02400.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp60 protein (original description: none)'	T
'26.2.2.4.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp10 Hsp60-co-chaperone'	'eucgr.c03295.3.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp10 Hsp60-co-chaperone (original description: none)'	T
'26.2.2.4.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp10 Hsp60-co-chaperone'	'eucgr.d01184.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp10 Hsp60-co-chaperone (original description: none)'	T
'26.2.2.4.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp10 Hsp60-co-chaperone'	'eucgr.b03754.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp10 Hsp60-co-chaperone (original description: none)'	T
'26.2.2.4.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp10 Hsp60-co-chaperone'	'eucgr.b02909.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.Hsp60 family.Hsp10 Hsp60-co-chaperone (original description: none)'	T
'26.2.2.5'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families'	''	''	
'26.2.2.5.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-I protein'	'eucgr.j01976.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-I protein (original description: none)'	T
'26.2.2.5.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-I protein'	'eucgr.j01958.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-I protein (original description: none)'	T
'26.2.2.5.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-I protein'	'eucgr.j01957.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-I protein (original description: none)'	T
'26.2.2.5.1'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-I protein'	'eucgr.b02376.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-I protein (original description: none)'	T
'26.2.2.5.2'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-II protein'	'eucgr.l02860.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-II protein (original description: none)'	T
'26.2.2.5.3'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-III protein'	''	''	
'26.2.2.5.4'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-IV protein'	''	''	
'26.2.2.5.5'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-V protein'	''	''	
'26.2.2.5.6'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-VI protein'	''	''	
'26.2.2.5.7'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-C-VII protein'	''	''	
'26.2.2.5.8'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-M-I protein'	'eucgr.d02073.2.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-M-I protein (original description: none)'	T
'26.2.2.5.9'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-M-II protein'	''	''	
'26.2.2.5.10'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-PX protein'	''	''	
'26.2.2.5.11'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-P protein'	'eucgr.l02980.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-P protein (original description: none)'	T
'26.2.2.5.11'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-P protein'	'eucgr.k00423.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-P protein (original description: none)'	T
'26.2.2.5.12'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-ER protein'	'eucgr.f04109.1.p'	'Environmental stimuli response.temperature.Hsp (heat-shock-responsive protein) families.sHsp (small heat-shock-responsive protein) families.class-ER protein (original description: none)'	T
'26.2.3'	'Environmental stimuli response.temperature.Csd (cold-shock-domain) protein'	'eucgr.i01395.1.p'	'Environmental stimuli response.temperature.Csd (cold-shock-domain) protein (original description: none)'	T
'26.2.4'	'Environmental stimuli response.temperature.ICE-CBF cold acclimation transcriptional cascade'	''	''	
'26.2.4.1'	'Environmental stimuli response.temperature.ICE-CBF cold acclimation transcriptional cascade.ICE1/2 transcription factor'	''	''	
'26.2.4.2'	'Environmental stimuli response.temperature.ICE-CBF cold acclimation transcriptional cascade.CBF/DREB1 transcription factor'	''	''	
'26.2.5'	'Environmental stimuli response.temperature.CRPK cold-responsive protein kinase'	''	''	
'26.3'	'Environmental stimuli response.drought'	''	''	
'26.3.1'	'Environmental stimuli response.drought.stomatal closure signaling'	''	''	
'26.3.1.1'	'Environmental stimuli response.drought.stomatal closure signaling.CAU1 histone methylase'	''	''	
'26.3.1.2'	'Environmental stimuli response.drought.stomatal closure signaling.CAS calcium sensor'	'eucgr.k02642.1.p'	'Environmental stimuli response.drought.stomatal closure signaling.CAS calcium sensor (original description: none)'	T
'26.4'	'Environmental stimuli response.salinity'	''	''	
'26.4.1'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway'	''	''	
'26.4.1.1'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway.SOS3-SOS2 signaling'	''	''	
'26.4.1.1.1'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway.SOS3-SOS2 signaling.SOS3 calcium sensor component'	''	''	
'26.4.1.1.2'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway.SOS3-SOS2 signaling.SOS2 kinase'	''	''	
'26.4.1.1.3'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway.SOS3-SOS2 signaling.SCaBP8/CBL10 calcium sensor component'	''	''	
'26.4.1.2'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway.SOS1 sodium:proton antiporter'	''	''	
'26.4.1.3'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway.SOS4 pyridoxal kinase'	'eucgr.f02818.3.p'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway.SOS4 pyridoxal kinase (original description: none)'	T
'26.4.1.4'	'Environmental stimuli response.salinity.SOS (Salt Overly Sensitive) signaling pathway.SOS5 component'	''	''	
'26.5'	'Environmental stimuli response.symbiont-associated response'	''	''	
'26.5.1'	'Environmental stimuli response.symbiont-associated response.SYM (symbiosis) signaling pathway'	''	''	
'26.5.1.1'	'Environmental stimuli response.symbiont-associated response.SYM (symbiosis) signaling pathway.NFR1/LYK3 LysM receptor kinase'	''	''	
'26.5.1.2'	'Environmental stimuli response.symbiont-associated response.SYM (symbiosis) signaling pathway.NFR5/NFP LysM receptor kinase'	''	''	
'26.5.1.3'	'Environmental stimuli response.symbiont-associated response.SYM (symbiosis) signaling pathway.SymRK/DMI2 receptor kinase'	''	''	
