BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_35.2_,'not assigned.unknown','eucgr.a01225.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02300.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00131.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01803.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l00011.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02711.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02571.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01098.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02801.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02597.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00945.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01781.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01273.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02775.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02907.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01732.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01642.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00010.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00387.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02465.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00830.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01423.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01649.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01112.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02072.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.h01877.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00283.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00172.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02732.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02376.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00162.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00934.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02367.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02596.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02793.4.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00188.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01802.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00976.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01141.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00168.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00687.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.h01883.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02771.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01949.4.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02910.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.h01880.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02811.4.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02792.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01086.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00353.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00926.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02118.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00143.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02718.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02042.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l00055.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01869.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02763.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02451.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00390.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00868.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02989.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02790.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02695.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02929.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02662.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02778.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02619.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02995.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02764.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01238.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01460.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.h01876.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02291.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01873.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02374.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a02564.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01062.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a01085.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02761.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.a00869.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l03031.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00644.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01335.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01044.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01765.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02120.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01509.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00613.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00699.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01990.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01310.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01216.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01341.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00177.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02017.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02256.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02006.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02642.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02221.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02207.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02270.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02094.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01515.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01027.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02502.5.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00645.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02121.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00127.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00590.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01888.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02024.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01239.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00574.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01183.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02183.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02259.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00178.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02351.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01688.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02241.4.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01798.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01759.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02263.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02358.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02339.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02118.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02118.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02015.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02325.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00882.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00629.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00484.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02555.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01327.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02357.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02448.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02227.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02258.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01892.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02487.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02253.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02028.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01336.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01904.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00619.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01734.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02491.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00723.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00571.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01898.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d01092.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02095.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02626.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d00188.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.d02643.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l03428.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l01179.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l03567.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l03085.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04354.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02997.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01299.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02033.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03918.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01691.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00026.5.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03876.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01141.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02746.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04219.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04330.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01378.4.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03591.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03641.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02346.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01584.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03503.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02124.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04195.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00046.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03446.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02953.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01712.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03383.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03131.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00723.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02990.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00183.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02481.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02423.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01506.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00330.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03770.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03885.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01173.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02921.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00250.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01077.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04114.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02061.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00027.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02962.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00353.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00246.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01217.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04472.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01955.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03253.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04402.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00938.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01620.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02788.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.h00986.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.h00955.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00129.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02884.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02035.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02123.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03139.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00722.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02537.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02894.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03661.4.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03173.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02901.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03531.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04169.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04417.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02656.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02733.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01066.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03445.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.h00913.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01715.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03719.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01221.4.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01889.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02718.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00173.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01375.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02918.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00034.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02729.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03707.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02130.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02955.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00458.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02429.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01231.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01822.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03840.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00306.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01151.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01657.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01178.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00370.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04198.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02992.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03180.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02797.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f04345.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01666.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.h00916.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00034.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03916.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01243.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01222.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02960.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03036.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03551.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01713.3.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f00184.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03012.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03543.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02923.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02850.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02001.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02482.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03462.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f02310.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01180.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01406.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f01089.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.f03988.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l01778.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.l00852.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03154.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03694.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02294.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b01965.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03590.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00459.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00336.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02212.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02212.5.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03717.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03079.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03074.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00425.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b01156.4.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00421.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00101.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03019.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03577.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03043.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b01253.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02620.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00357.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03943.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00872.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02352.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03008.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03653.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02608.2.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b01087.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b02001.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b03272.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00195.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00426.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00501.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b01311.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b00386.1.p',' no hits & (original description: none)',T
_35.2_,'not assigned.unknown','eucgr.b01450.1.p',' no hits & (original description: none)',T
